there	EX
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
99	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
123	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
4627	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
521	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
$	C
methodandargscaller	C
.	C
run	C
(	C
zygoteinit	ER
.	ER
java	ER
:	ER
868	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
626	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
caused	ER
by	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classcastexception	ER
:	ER
com	ER
.	ER
test	ER
.	ER
quiz	JC
.	JC
correctanswer	JC
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
instrumentation	ER
.	ER
newactivity	ER
(	ER
instrumentation	ER
.	ER
java	ER
:	ER
1021	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2577	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
...11more	ER
i	PRP
ama	VBP
trying	VBG
to	TO
write	VB
this	DT
code	NN
for	IN
connection	NN
in	IN
android	NNP
.	.
public	JC
class	JC
databaseadapter	JC
{	JC
.......	JC
.	JC
public	JC
databaseadapter	JC
(	JC
context	JC
context	JC
)	JC
{	JC
contextapp	JC
=	JC
context	JC
;	JC
myalarmdb	JC
=	JC
new	JC
myalarmdatabase	JC
(	JC
context	JC
,	JC
database_name	JC
,	JC
null	JC
,	JC
database_version	JC
)	JC
;	JC
}	JC
public	JC
databaseadapter	JC
open	JC
(	JC
)	JC
throws	JC
sqlexception	JC
{	JC
try	JC
{	JC
db	JC
=	JC
myalarmdb	JC
.	JC
getwritabledatabase	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
sqliteexception	JC
ex	JC
)	JC
{	JC
db	JC
=	JC
myalarmdb	JC
.	JC
getreadabledatabase	JC
(	JC
)	JC
;	JC
}	JC
return	JC
this	JC
;	JC
}	JC
}	JC
when	WRB
any	DT
code	NN
calls	VBZ
open	JJ
(	-LRB-
)	-RRB-
method	NN
the	DT
android	NNP
app	NN
terminates	VBZ
with	IN
error	NN
.	.
and	CC
when	WRB
this	DT
particular	JJ
code	NN
is	VBZ
commented	VBN
then	RB
the	DT
application	NN
runs	VBZ
.	.
that	DT
is	VBZ
it	PRP
creates	VBZ
sqlitedatabase	ER
objects	NNS
freely	RB
.	.
please	RB
help	VB
me	PRP
what	WP
should	MD
i	PRP
do	VB
.	.
?	.
this	DT
is	VBZ
code	NN
for	IN
the	DT
class	NN
which	WDT
connects	VBZ
to	TO
sqliteopenhelper	CCM
public	JC
class	JC
myalarmdatabase	JC
extends	JC
sqliteopenhelper	JC
{	JC
private	JC
static	JC
final	JC
string	JC
create_stateement	JC
=	JC
"	JC
create	JC
table	JC
if	JC
not	RB
exists	VBZ
alarmdatabase	C
"+"	C
(	C
alarm_	C
id	C
integer	C
primary	C
key	C
auto_increment,"	C
+	C
"descriptiontext,"	C
+	C
"repeattypeinteger,"	C
+	C
"repeatdaytext,"	C
+	C
"	C
millis	C
text	C
)	C
"	C
;	C
public	C
myalarmdatabase	C
(	C
context	C
context	C
,	C
string	C
name	C
,	C
cursorfactory	JC
factory	JC
,	JC
int	JC
version	JC
)	JC
{	JC
super	JC
(	JC
context	JC
,	JC
name	JC
,	JC
factory	JC
,	JC
version	JC
)	JC
;	JC
//	CCM
todo	CCM
auto-generated	CCM
constructor	CCM
stub	CCM
}	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
sqlitedatabase	JC
db	JC
)	JC
{	JC
//db	JC
=	JC
sqlitedatabase	JC
.	JC
openorcreatedatabase	JC
(	JC
"alarmmanagerdatabase.db"	JC
,	JC
context	JC
.	JC
mode_private	JC
,	JC
null	JC
)	JC
;	JC
db	JC
.	JC
execsql	JC
(	JC
create_stateement	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onupgrade	JC
(	JC
sqlitedatabase	JC
db	JC
,	JC
int	JC
oldversion	JC
,	JC
int	JC
newversion	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
log	JC
.	JC
w	JC
(	JC
"taskdbadapter"	JC
,	JC
"upgradingfromversion"	JC
+	JC
oldversion	JC
+	JC
"to"	JC
+	JC
newversion	JC
+	JC
"	JC
,	JC
which	JC
will	MD
destroy	VB
all	DT
old	JJ
data	NNS
"	``
)	-RRB-
;	:
//	CCM
the	CCM
simplest	JJS
case	NN
is	VBZ
to	TO
drop	VB
the	DT
old	JJ
table	NN
and	CC
create	VB
a	DT
new	JJ
one	CD
.	.
db	JC
.	JC
execsql	JC
(	JC
"	JC
create	JC
table	JC
alarm	NN
_	--
standby	JJ
as	IN
select	C
*	C
from	C
alarmdatabase	C
"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"droptableifexistsalarmdatabase"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"	C
create	C
table	C
alarmdatabase	C
as	C
select	C
*	C
from	C
alarm_standby"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"droptablealarm_standby"	C
)	C
;	C
}	C
}	C
so	RB
i	PRP
am	VBP
running	VBG
a	DT
tutorial	NN
app	NN
,	,
and	CC
it	PRP
all	DT
works	VBZ
except	IN
when	WRB
i	PRP
try	VBP
to	TO
run	VB
the	DT
bellow	IN
class	NN
,	,
however	RB
i	PRP
do	VBP
n't	RB
get	VB
errors	NNS
in	IN
the	DT
code	NN
so	IN
i	PRP
was	VBD
wondering	VBG
if	IN
anyone	NN
could	MD
help	VB
if	IN
there	EX
is	VBZ
maybe	RB
something	NN
wrong	JJ
with	IN
the	DT
code	NN
.	.
also	RB
on	IN
a	DT
side	NN
not	RB
when	WRB
programming	NN
for	IN
example	NN
you	PRP
type	NN
say	VB
:	:
android	NNP
:	:
in	IN
the	DT
xml	NNP
or	CC
something	NN
.	.
in	IN
java	NNP
how	WRB
come	VBP
i	PRP
do	VBP
n't	RB
get	VB
the	DT
drop	NN
down	RP
menu	NN
with	IN
all	PDT
the	DT
options	NNS
of	IN
what	WP
can	MD
go	VB
after	IN
?	.
code	NN
:	.
package	JC
com	JC
.	JC
example	JC
.	JC
learn	VB
.	.
tam	NNP
;	.
import	JC
java	JC
.	JC
util	JC
.	JC
random	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
activity	JC
;	JC
import	JC
android	JC
.	JC
graphics	NNS
.	.
color	JC
;	JC
import	JC
android	JC
.	JC
os	JC
.	JC
bundle	JC
;	JC
import	JC
android	JC
.	JC
text	JC
.	JC
inputtype	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
gravity	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
view	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
button	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
edittext	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
textview	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
togglebutton	JC
;	JC
public	JC
class	JC
textplay	JC
extends	JC
activity	JC
implements	JC
view	JC
.	JC
onclicklistener	JC
{	JC
button	JC
chkcommand	JC
;	JC
togglebutton	JC
passtoggle	JC
;	JC
edittext	JC
input	NN
;	:
textview	C
display	JC
;	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
text	JC
)	JC
;	JC
holder	JC
(	JC
)	JC
;	JC
passtoggle	JC
.	JC
setonclicklistener	JC
(	JC
this	JC
)	JC
;	JC
chkcommand	JC
.	JC
setonclicklistener	JC
(	JC
this	JC
)	JC
;	JC
}	JC
private	JC
void	JC
holder	JC
(	JC
)	JC
{	JC
button	JC
chkcommand	JC
=	JC
(	JC
button	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
bresults	JC
)	JC
;	JC
passtoggle	JC
=	JC
(	JC
togglebutton	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
tbpassword	JC
)	JC
;	JC
input	NN
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
etcommands	JC
)	JC
;	JC
display	JC
=	JC
(	JC
textview	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
tvresults	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onclick	JC
(	JC
view	JC
v	JC
)	JC
{	JC
switch	JC
(	JC
v	JC
.	JC
getid	JC
(	JC
)	JC
)	JC
{	JC
case	JC
r	JC
.	JC
id	JC
.	JC
bresults	JC
:	JC
string	JC
check	CCM
=	CCM
input	C
.	C
gettext	C
(	C
)	C
.	C
tostring	C
(	C
)	C
;	C
display	JC
.	JC
settext	JC
(	JC
check	CCM
)	CCM
;	CCM
if	CCM
(	CCM
check	CCM
.	CCM
contentequals	JC
(	JC
"left"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
left	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	CCM
.	CCM
contentequals	JC
(	JC
"center"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	CCM
.	CCM
contentequals	JC
(	JC
"right"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
right	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	CCM
.	CCM
contentequals	JC
(	JC
"blue"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
settextcolor	JC
(	JC
color	JC
.	JC
blue	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	CCM
.	CCM
contentequals	JC
(	JC
"wtf"	JC
)	JC
)	JC
{	JC
random	JC
crazy	JJ
=	SYM
new	JJ
random	JJ
(	-LRB-
)	-RRB-
;	:
display	JC
.	JC
settext	JC
(	JC
"wtf!!!!"	JC
)	JC
;	JC
display	JC
.	JC
settextsize	JC
(	JC
crazy	JJ
.	.
nextint	JC
(	JC
75	ER
)	ER
)	ER
;	ER
display	VBP
.	.
settextcolor	C
(	C
color	JC
.	JC
rgb	JC
(	JC
crazy	JJ
.	.
nextint	JC
(	JC
265	JC
)	JC
,	JC
crazy	JJ
.	.
nextint	JC
(	JC
265	JC
)	JC
,	JC
crazy	JJ
.	.
nextint	JC
(	JC
265	JC
)	JC
)	JC
)	JC
;	JC
switch	JC
(	JC
crazy	JJ
.	.
nextint	JC
(	JC
3	JC
)	JC
)	JC
{	JC
case	JC
0	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
left	JC
)	JC
;	JC
break	JC
;	JC
case	JC
1	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
break	JC
;	JC
case	JC
2	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
right	JC
)	JC
;	JC
break	JC
;	JC
}	JC
}	JC
else	JC
{	JC
display	JC
.	JC
settext	JC
(	JC
"invalid"	JC
)	JC
;	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
display	JC
.	JC
settextcolor	JC
(	JC
color	JC
.	JC
white	JJ
)	-RRB-
;	:
}	-RRB-
break	C
;	C
case	NN
r	JC
.	JC
id	JC
.	JC
tbpassword	JC
:	JC
if	JC
(	JC
passtoggle	JC
.	JC
ischecked	JC
(	JC
)	JC
==	JC
true	JC
)	JC
{	JC
input	NN
.	.
setinputtype	JC
(	JC
inputtype	JC
.	JC
type_class	JC
_	C
text	C
|	C
inputtype	JC
.	JC
type_text_variation_password	JC
)	JC
;	JC
}	JC
else	JC
{	JC
input	NN
.	.
setinputtype	JC
(	JC
inputtype	JC
.	JC
type_class_text	JC
)	JC
;	JC
}	JC
break	JC
;	JC
}	JC
}	JC
}	JC
i	PRP
know	VBP
it	PRP
s	VBZ
a	DT
easy	JJ
topic	NN
but	CC
i	PRP
get	VBP
error	NN
always	RB
.	.
.	.
i	PRP
get	VBP
strings	NNS
from	IN
an	DT
xml	NNP
file	NN
that	WDT
data	NNS
contains	VBZ
sth	C
like	IN
262626	CD
i	PRP
tried	VBD
to	TO
convert	VB
this	DT
string	NN
to	TO
mb	NN
(	-LRB-
/	CC
1024	C
)	-RRB-
form	NN
.	.
but	CC
it	PRP
did	VBD
not	RB
convert	VB
to	TO
int	C
or	CC
long	C
can	MD
some	DT
one	CD
help	NN
me	PRP
?	.
here	RB
is	VBZ
what	WP
i	PRP
tested	VBD
string	JC
size	JC
=	JC
parser	NN
.	.
getvalue	JC
(	JC
e	JC
,	JC
parser	NN
.	.
key_filesizeinbyte	C
)	C
;	C
log	JC
.	JC
i	JC
(	JC
"menuitems"	JC
,	JC
size	JC
)	JC
;	JC
try	JC
{	JC
int	JC
s	JC
=	JC
integer	JC
.	JC
parseint	JC
(	JC
size	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
"s"	C
,	,
getstring	JC
(	JC
s	JC
)	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
exception	JC
e1	JC
)	JC
{	JC
log	JC
.	JC
i	JC
(	JC
"error"	JC
,	JC
e1	JC
.	JC
getmessage	JC
(	JC
)	JC
)	JC
;	JC
}	JC
i	PRP
also	RB
tested	VBD
integer	JC
.	JC
valueof	JC
(	JC
str	JC
)	JC
;	JC
here	RB
is	VBZ
the	DT
error	NN
that	IN
i	PRP
recieve	VBP
:	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
97035	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00017b0b	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x17b0b	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
2957	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00000b8	C
d	C
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0xb8	ER
d	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
559711	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000	CD
88	ER
a5f	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x88	ER
a5f	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
153651	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000258	NNP
33	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x258	ER
33	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
1733630	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x001a73fe	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x1a73fe	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
532105	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00081e8	C
9	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x81e8	ER
9	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
28817	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000709	C
1	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x709	ER
1	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
90787	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000162a3	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x162a3	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
33556	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00008	CD
314	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x8	ER
314	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
122145	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0001dd21	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x1dd21	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
323312	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0004eef0	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x4eef0	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
532676	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0008	CD
20c4	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x8	ER
20c4	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
49133	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000bfed	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0xbfed	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
622507	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0009	C
7fab	C
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x9	ER
7fab	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
57333	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000dff5	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0xdff5	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
17265	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
