there	EX
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
com	ER
.	ER
example	ER
.	ER
helloandroid	ER
.	ER
helloandroidactivity$4	ER
.	ER
onclick	ER
(	ER
helloandroidactivity	ER
.	ER
java	ER
:	ER
80	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
performclick	ER
(	ER
view	ER
.	ER
java	ER
:	ER
3511	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view$performclick	ER
.	ER
run	ER
(	ER
view	ER
.	ER
java	ER
:	ER
14105	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
handlecallback	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
605	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
92	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
137	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
4424	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
511	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit$methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
784	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
551	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
46.437	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
540	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
47.077	ER
:	ER
i	ER
/	ER
dalvikvm	ER
(	ER
540	ER
)	ER
:	ER
threadid	ER
=	ER
3	ER
:	ER
reacting	ER
to	ER
signal	ER
3	ER
05	ER
-	ER
15	ER
02	ER
:	ER
39	ER
:	ER
47	ER
.	ER
097	ER
:	ER
i	ER
/	ER
dalvikvm	ER
(	ER
540	ER
)	ER
:	ER
wrote	JJ
stack	NN
traces	NNS
to	TO
'/	VB
data	NNS
/	CC
anr	NN
/	CC
traces	NNS
.	.
txt	C
'	C
sorry	UH
about	IN
the	DT
formatting	NN
of	IN
the	DT
logcat	C
.	.
i	PRP
am	VBP
rather	RB
new	JJ
to	TO
android	NNP
/	CC
java	NNP
programming	NN
and	CC
looking	VBG
for	IN
some	DT
help	NN
with	IN
a	DT
very	RB
,	,
very	RB
basic	JJ
app	NN
that	IN
i	PRP
am	VBP
working	VBG
with	IN
.	.
i	PRP
am	VBP
purely	RB
building	VBG
this	DT
just	RB
to	TO
get	VB
used	VBN
to	TO
java	NNP
coding	NN
and	CC
building	VBG
applications	NNS
for	IN
droids	NNP
,	,
so	RB
bear	NN
with	IN
me	PRP
.	.
i	PRP
have	VBP
10	CD
radio	CD
buttons	NNS
grouped	VBD
together	RB
and	CC
only	RB
one	CD
of	IN
them	PRP
is	VBZ
the	DT
right	JJ
answer	NN
(	-LRB-
button	NN
#	SYM
10	CD
)	-RRB-
.	.
if	IN
the	DT
user	NN
clicks	VBZ
on	IN
any	DT
of	IN
them	PRP
1-9	CD
i	PRP
have	VBP
it	PRP
displaying	VBG
a	DT
message	NN
that	WDT
says	VBZ
"	``
sorry	JJ
try	NN
again	RB
"	''
,	,
but	CC
if	IN
they	PRP
click	VBP
on	IN
#	SYM
10	CD
,	,
i	PRP
want	VBP
it	PRP
to	TO
take	VB
them	PRP
to	TO
a	DT
new	JJ
activity	C
,	,
namely	RB
a	DT
page	NN
where	WRB
i	PRP
will	MD
put	VB
up	RP
some	DT
graphics	NNS
and	CC
text	NN
that	WDT
says	VBZ
congraulations	NNS
and	CC
things	NNS
of	IN
that	DT
nature	NN
.	.
the	DT
buttons	NNS
work	NN
fine	JJ
for	IN
1-9	CD
,	,
but	CC
when	WRB
i	PRP
click	VBP
on	IN
#	SYM
10	CD
i	PRP
am	VBP
getting	VBG
a	DT
force	NN
close	JJ
error	NN
.	.
here	RB
's	POS
what	WP
i	PRP
have	VBP
so	RB
far	RB
:	.
public	JC
class	JC
mainquiz	JC
extends	JC
activity	JC
implements	JC
oncheckedchangelistener	JC
,	JC
android	JC
.	JC
widget	JC
.	JC
radiogroup	JC
.	JC
oncheckedchangelistener	JC
{	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity_main_quiz	JC
)	JC
;	JC
(	JC
(	JC
radiogroup	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
radio_group	JC
)	JC
)	JC
.	JC
setoncheckedchangelistener	JC
(	JC
this	JC
)	JC
;	JC
}	JC
public	JC
void	JC
oncheckedchanged	JC
(	JC
radiogroup	JC
radiogroup	JC
,	JC
int	JC
checkedid	JC
)	JC
{	JC
string	JC
numeral	JC
=	JC
null	JC
;	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button1	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button2	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button3	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button4	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button5	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button6	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button7	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button	JC
8	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button	JC
9	JC
)	JC
{	JC
numeral	JC
=	JC
"	JC
nope	JC
,	JC
try	JC
again	JC
!	JC
"	JC
;	JC
}	JC
else	JC
if	JC
(	JC
checkedid	JC
=	JC
=	JC
r	JC
.	JC
id	JC
.	JC
button10	JC
)	JC
{	JC
intent	JC
myintent	JC
=	JC
new	JC
intent	JC
(	JC
mainquiz	JC
.	JC
this	JC
,	JC
correctanswer	JC
.	JC
class	JC
)	JC
;	JC
mainquiz	JC
.	JC
this	JC
.	JC
startactivity	JC
(	JC
myintent	JC
)	JC
;	JC
}	JC
toast	JC
.	JC
maketext	JC
(	JC
getapplicationcontext	JC
(	JC
)	JC
,	JC
""+numeral+""	JC
,	JC
toast	JC
.	JC
length_short	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
}	JC
any	DT
help	NN
would	MD
be	VB
apprecitaed	VBN
,	,
i	PRP
am	VBP
sure	JJ
this	DT
is	VBZ
a	DT
simple	JJ
fix	NN
and	CC
i	PRP
am	VBP
sure	JJ
it	PRP
is	VBZ
something	NN
glaring	VBG
in	IN
the	DT
syntax	NN
and	CC
code	NN
that	IN
i	PRP
have	VBP
messed	VBN
up	RP
,	,
but	CC
again	RB
,	,
i	PRP
am	VBP
new	JJ
:	:
)	-RRB-
thanks	UH
!	.
here	RB
is	VBZ
the	DT
log	NN
after	IN
the	DT
force	NN
close	NN
:	.
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.982	ER
:	ER
d	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
shutting	ER
down	ER
vm	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.982	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
862	ER
)	ER
:	ER
threadid	ER
=	ER
1	ER
:	ER
thread	ER
exiting	ER
with	ER
uncaught	ER
exception	ER
(	ER
group	ER
=	ER
0x4001d800	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
fatal	ER
exception	ER
:	ER
main	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
unable	ER
to	ER
instantiate	ER
activity	ER
componentinfo	ER
{	ER
com	ER
.	ER
test	ER
.	ER
quiz	ER
/	ER
com	ER
.	ER
test	ER
.	ER
quiz	ER
.	ER
correctanswer	ER
}	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classcastexception	ER
:	ER
com	ER
.	ER
test	ER
.	ER
quiz	ER
.	ER
correctanswer	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2585	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
handlelaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2679	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
access	ER
$	ER
2300	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
125	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread$h	ER
.	ER
handlemessage	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2033	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
99	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
123	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
4627	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
521	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
$	ER
methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
868	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
626	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
caused	ER
by	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classcastexception	ER
:	ER
com	ER
.	ER
test	ER
.	ER
quiz	ER
.	ER
correctanswer	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
instrumentation	ER
.	ER
newactivity	ER
(	ER
instrumentation	ER
.	ER
java	ER
:	ER
1021	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2577	ER
)	ER
11	ER
-	ER
14	ER
13	ER
:	ER
56	ER
:	ER
48.992	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
862	ER
)	ER
:	ER
...11more	ER
i	PRP
ama	VBP
trying	VBG
to	TO
write	VB
this	DT
code	NN
for	IN
connection	NN
in	IN
android	NNP
.	.
public	JC
class	JC
databaseadapter	JC
{	JC
.......	F
.	JC
public	JC
databaseadapter	JC
(	JC
context	JC
context	JC
)	JC
{	JC
contextapp	JC
=	JC
context	JC
;	JC
myalarmdb	JC
=	JC
new	JC
myalarmdatabase	JC
(	JC
context	JC
,	JC
database_name	JC
,	JC
null	JC
,	JC
database_version	JC
)	JC
;	JC
}	JC
public	JC
databaseadapter	JC
open	JC
(	JC
)	JC
throws	JC
sqlexception	JC
{	JC
try	JC
{	JC
db	JC
=	JC
myalarmdb	JC
.	JC
getwritabledatabase	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
sqliteexception	JC
ex	JC
)	JC
{	JC
db	JC
=	JC
myalarmdb	JC
.	JC
getreadabledatabase	JC
(	JC
)	JC
;	JC
}	JC
return	JC
this	JC
;	JC
}	JC
}	JC
when	WRB
any	DT
code	NN
calls	NNS
open	C
(	C
)	C
method	NN
the	DT
android	NNP
app	NN
terminates	NNS
with	IN
error	NN
.	.
and	CC
when	WRB
this	DT
particular	JJ
code	NN
is	VBZ
commented	VBN
then	RB
the	DT
application	NN
runs	VBZ
.	.
that	DT
is	VBZ
it	PRP
creates	VBZ
sqlitedatabase	JJ
objects	NNS
freely	RB
.	.
please	RB
help	VB
me	PRP
what	WP
should	MD
i	PRP
do	VB
.	.
?	.
this	DT
is	VBZ
code	NN
for	IN
the	DT
class	NN
which	WDT
connects	VBZ
to	TO
sqliteopenhelper	C
public	JC
class	JC
myalarmdatabase	JC
extends	JC
sqliteopenhelper	JC
{	JC
private	JC
static	JC
final	JC
string	JC
create_stateement	JC
=	JC
"	JC
create	JC
table	JC
if	JC
not	RB
exists	VBZ
alarmdatabase	C
"+"	C
(	C
alarm_	C
id	C
integer	C
primary	C
key	C
auto_increment,"	C
+	C
"descriptiontext,"	C
+	C
"repeattypeinteger,"	C
+	C
"repeatdaytext,"	C
+	C
"	C
millis	C
text	C
)	C
"	C
;	C
public	C
myalarmdatabase	C
(	C
context	C
context	C
,	C
string	C
name	C
,	C
cursorfactory	C
factory	C
,	C
int	C
version	C
)	C
{	C
super	C
(	C
context	C
,	C
name	C
,	C
factory	C
,	C
version	C
)	C
;	C
//	CCM
todo	CCM
auto-generated	CCM
constructor	CCM
stub	CCM
}	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
sqlitedatabase	JC
db	JC
)	JC
{	JC
//db	JC
=	JC
sqlitedatabase	JC
.	JC
openorcreatedatabase	JC
(	JC
"alarmmanagerdatabase.db"	JC
,	JC
context	JC
.	JC
mode_private	JC
,	JC
null	JC
)	JC
;	JC
db	JC
.	JC
execsql	JC
(	JC
create_stateement	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onupgrade	JC
(	JC
sqlitedatabase	JC
db	JC
,	JC
int	JC
oldversion	JC
,	JC
int	JC
newversion	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
log	JC
.	JC
w	JC
(	JC
"taskdbadapter"	JC
,	JC
"upgradingfromversion"	JC
+	JC
oldversion	JC
+	JC
"to"	JC
+	JC
newversion	JC
+	JC
"	JC
,	JC
which	WDT
will	MD
destroy	VB
all	DT
old	JJ
data	NNS
"	''
)	-RRB-
;	C
//	CCM
the	CCM
simplest	CCM
case	CCM
is	CCM
to	CCM
drop	CCM
the	CCM
old	CCM
table	CCM
and	CCM
create	CCM
a	CCM
new	CCM
one	CCM
.	CCM
db	JC
.	JC
execsql	JC
(	JC
"	JC
create	JC
table	JC
alarm	JC
_	JC
standby	JC
as	IN
select	C
*	C
from	C
alarmdatabase	C
"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"droptableifexistsalarmdatabase"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"	C
create	C
table	C
alarmdatabase	C
as	C
select	C
*	C
from	C
alarm_standby"	C
)	C
;	C
db	C
.	C
execsql	C
(	C
"droptablealarm_standby"	C
)	C
;	C
}	C
}	C
so	RB
i	PRP
am	VBP
running	VBG
a	DT
tutorial	NN
app	NN
,	,
and	CC
it	PRP
all	DT
works	VBZ
except	IN
when	WRB
i	PRP
try	VBP
to	TO
run	VB
the	DT
bellow	NN
class	NN
,	,
however	RB
i	PRP
do	VBP
n't	RB
get	VB
errors	NNS
in	IN
the	DT
code	NN
so	RB
i	PRP
was	VBD
wondering	VBG
if	IN
anyone	NN
could	MD
help	VB
if	IN
there	EX
is	VBZ
maybe	RB
something	NN
wrong	JJ
with	IN
the	DT
code	NN
.	.
also	RB
on	IN
a	DT
side	NN
not	RB
when	WRB
programming	NN
for	IN
example	NN
you	PRP
type	NN
say	NN
:	:
android	C
:	C
in	IN
the	DT
xml	NNP
or	CC
something	NN
.	.
in	IN
java	NNP
how	WRB
come	VBP
i	PRP
do	VBP
n't	RB
get	VB
the	DT
drop	NN
down	RP
menu	NN
with	IN
all	PDT
the	DT
options	NNS
of	IN
what	WP
can	MD
go	VB
after	IN
?	``
code	NN
:	.
package	JC
com	JC
.	JC
example	JC
.	JC
learn	JC
.	JC
tam	JC
;	JC
import	JC
java	JC
.	JC
util	JC
.	JC
random	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
activity	JC
;	JC
import	JC
android	JC
.	JC
graphics	JC
.	JC
color	JC
;	JC
import	JC
android	JC
.	JC
os	JC
.	JC
bundle	JC
;	JC
import	JC
android	JC
.	JC
text	JC
.	JC
inputtype	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
gravity	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
view	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
button	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
edittext	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
textview	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
togglebutton	JC
;	JC
public	JC
class	JC
textplay	JC
extends	JC
activity	JC
implements	JC
view	JC
.	JC
onclicklistener	JC
{	JC
button	JC
chkcommand	JC
;	JC
togglebutton	JC
passtoggle	JC
;	JC
edittext	JC
input	JC
;	JC
textview	JC
display	JC
;	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
text	JC
)	JC
;	JC
holder	JC
(	JC
)	JC
;	JC
passtoggle	JC
.	JC
setonclicklistener	JC
(	JC
this	JC
)	JC
;	JC
chkcommand	JC
.	JC
setonclicklistener	JC
(	JC
this	JC
)	JC
;	JC
}	JC
private	JC
void	JC
holder	JC
(	JC
)	JC
{	JC
button	JC
chkcommand	JC
=	JC
(	JC
button	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
bresults	JC
)	JC
;	JC
passtoggle	JC
=	JC
(	JC
togglebutton	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
tbpassword	JC
)	JC
;	JC
input	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
etcommands	JC
)	JC
;	JC
display	JC
=	JC
(	JC
textview	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
tvresults	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
void	JC
onclick	JC
(	JC
view	JC
v	JC
)	JC
{	JC
switch	JC
(	JC
v	JC
.	JC
getid	JC
(	JC
)	JC
)	JC
{	JC
case	JC
r	JC
.	JC
id	JC
.	JC
bresults	JC
:	JC
string	JC
check	JC
=	JC
input	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
;	JC
display	JC
.	JC
settext	JC
(	JC
check	JC
)	JC
;	JC
if	JC
(	JC
check	JC
.	JC
contentequals	JC
(	JC
"left"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
left	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	JC
.	JC
contentequals	JC
(	JC
"center"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	JC
.	JC
contentequals	JC
(	JC
"right"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
right	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	JC
.	JC
contentequals	JC
(	JC
"blue"	JC
)	JC
)	JC
{	JC
display	JC
.	JC
settextcolor	JC
(	JC
color	JC
.	JC
blue	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
check	JC
.	JC
contentequals	JC
(	JC
"wtf"	JC
)	JC
)	JC
{	JC
random	JC
crazy	JC
=	JC
new	JC
random	JC
(	JC
)	JC
;	JC
display	JC
.	JC
settext	JC
(	JC
"wtf!!!!"	JC
)	JC
;	JC
display	JC
.	JC
settextsize	JC
(	JC
crazy	JC
.	JC
nextint	JC
(	JC
75	JC
)	JC
)	JC
;	JC
display	JC
.	JC
settextcolor	JC
(	JC
color	JC
.	JC
rgb	JC
(	JC
crazy	JC
.	JC
nextint	JC
(	JC
265	JC
)	JC
,	JC
crazy	JC
.	JC
nextint	JC
(	JC
265	JC
)	JC
,	JC
crazy	JC
.	JC
nextint	JC
(	JC
265	JC
)	JC
)	JC
)	JC
;	JC
switch	JC
(	JC
crazy	JC
.	JC
nextint	JC
(	JC
3	JC
